"predicate_id","predicate_kind","observation_text","predicate_classes","side_binding","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","evaluation_contract","observability","implementation_status","base_edge_ids","status"
"OPR-170","OBSERVATION","buy aggression進展なし","PRICE_PROGRESS PRICE_STALL TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022 CD-G09-026 CD-G09-030 CD-G16-033 CD-G16-034 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through buy_no_progress_ratio_1s sell_no_progress_ratio_1s buy_momentum_fading sell_momentum_fading buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G09-026 CD-G09-030 CD-G09-002 CD-G09-006 CD-G16-007 CD-G16-008","buy_no_progress_ratio_1s sell_no_progress_ratio_1s upward_progress_ticks_1s downward_progress_ticks_1s buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED","PAT-PS-BID-PULL-ASK-STACK-001::E04","UNVALIDATED"
"OPR-171","OBSERVATION","sell aggression開始","TAPE_AGGRESSION","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-BID-PULL-ASK-STACK-001::E05","UNVALIDATED"
"OPR-172","OBSERVATION","short-side context","TREND_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G02-016 CD-G02-023 CD-G16-040 CD-G16-041 CD-G09-002 CD-G09-006","trend_regime regime_age directional_flow_resumed_up directional_flow_resumed_down upward_progress_ticks_1s downward_progress_ticks_1s","CD-G02-017","balance_regime","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","DERIVED_EVALUATOR_REQUIRED","PAT-PS-ASK-PULL-BID-STACK-001::E01","UNVALIDATED"
"OPR-173","OBSERVATION","asksがprice接近時にpull","LIQUIDITY_PULL LIQUIDITY_STACK_REBUILD LOCATION_CONTEXT","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED VARIANT_LOCATION","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-017 CD-G07-041 CD-G07-014 CD-G07-038","bid_stack_ratio_1s ask_stack_ratio_1s bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027 CD-G01-005","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete trade_event_fresh","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED VARIANT_LOCATION_SELECTOR","PAT-PS-ASK-PULL-BID-STACK-001::E02","UNVALIDATED"
"OPR-174","OBSERVATION","bids stack","LIQUIDITY_STACK_REBUILD","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-ASK-PULL-BID-STACK-001::E03","UNVALIDATED"
"OPR-175","OBSERVATION","sell aggression進展なし","PRICE_PROGRESS PRICE_STALL TAPE_AGGRESSION","EXPLICIT_SELL_OR_ASK_COMPONENT","SIDE_RESOLVED","CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022 CD-G09-026 CD-G09-030 CD-G16-033 CD-G16-034 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through buy_no_progress_ratio_1s sell_no_progress_ratio_1s buy_momentum_fading sell_momentum_fading buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G09-026 CD-G09-030 CD-G09-002 CD-G09-006 CD-G16-007 CD-G16-008","buy_no_progress_ratio_1s sell_no_progress_ratio_1s upward_progress_ticks_1s downward_progress_ticks_1s buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","DERIVED_EVALUATOR_REQUIRED","PAT-PS-ASK-PULL-BID-STACK-001::E04","UNVALIDATED"
"OPR-176","OBSERVATION","buy aggression開始","TAPE_AGGRESSION","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-ASK-PULL-BID-STACK-001::E05","UNVALIDATED"
"OPR-177","OBSERVATION","large wall出現","WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-014 CD-G07-035 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s bid_pull_ratio_1s ask_refresh_count_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-PS-WALL-PULL-FRAGILITY-001::E01","UNVALIDATED"
"OPR-178","OBSERVATION","price接近","LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","VARIANT_LOCATION","","","","","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","VARIANT_LOCATION_SELECTOR","PAT-PS-WALL-PULL-FRAGILITY-001::E02 PAT-BI-PULL-REVERSAL-CONFIRM-001::E02","UNVALIDATED"
"OPR-179","OBSERVATION","execution前にwall pull","LIQUIDITY_PULL WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-035 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s ask_refresh_count_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G07-017 CD-G07-041 CD-G16-037 CD-G16-038","bid_stack_ratio_1s ask_stack_ratio_1s bid_passive_defense_failed ask_passive_defense_failed","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-PS-WALL-PULL-FRAGILITY-001::E03","UNVALIDATED"
"OPR-180","OBSERVATION","backing liquidity vacuum","LIQUIDITY_STACK_REBUILD","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-WALL-PULL-FRAGILITY-001::E04","UNVALIDATED"
"OPR-181","OBSERVATION","opposite-side liquidity出現","LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-WALL-PULL-FRAGILITY-001::E05","UNVALIDATED"
"OPR-182","OBSERVATION","same-side liquidityがprice後方へstack","LIQUIDITY_STACK_REBUILD","TERMINAL_SIDE","SIDE_RESOLVED","CD-G07-008 CD-G07-011 CD-G07-017 CD-G07-032 CD-G07-035 CD-G07-041","bid_net_flow_1s bid_refresh_count_1s bid_stack_ratio_1s ask_net_flow_1s ask_refresh_count_1s ask_stack_ratio_1s","CD-G07-014 CD-G07-038","bid_pull_ratio_1s ask_pull_ratio_1s","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E02","UNVALIDATED"
"OPR-183","OBSERVATION","shallow retest","RETEST_SEQUENCE","DYNAMIC_FROM_PATTERN_CONTEXT","REFERENCE_SIDE_RESOLVED","CD-G16-013 CD-G16-014","repeated_high_test repeated_low_test","CD-G16-021 CD-G16-022 CD-G16-023 CD-G16-024","upside_breakout_follow_through downside_breakout_follow_through upside_breakout_failure downside_breakout_failure","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E03","UNVALIDATED"
"OPR-184","OBSERVATION","opposing ordersが旧rangeへ戻せない","BREAKOUT_FAILURE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-021 CD-G16-022","upside_breakout_follow_through downside_breakout_follow_through","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E04","UNVALIDATED"
"OPR-185","OBSERVATION","original aggression再開","TAPE_AGGRESSION","TERMINAL_SIDE","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-BEHIND-PRICE-STACK-RETEST-001::E05","UNVALIDATED"
"OPR-186","OBSERVATION","bid／askでchurningとabsorption","ABSORPTION_STATE","BOTH_EXPLICIT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E01","UNVALIDATED"
"OPR-187","OBSERVATION","position-side wallに依存","WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-014 CD-G07-035 CD-G07-038 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s bid_pull_ratio_1s ask_refresh_count_1s ask_pull_ratio_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","HYBRID","COMPOSITE_CONDITION_AVAILABLE","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E02","UNVALIDATED"
"OPR-188","OBSERVATION","wall pull","LIQUIDITY_PULL WALL_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G07-014 CD-G07-023 CD-G07-038 CD-G07-047 CD-G06-029 CD-G06-030 CD-G06-031 CD-G06-032 CD-G07-011 CD-G07-035 CD-G16-035 CD-G16-036 CD-G16-037 CD-G16-038","bid_pull_ratio_1s bid_depth_change_1s ask_pull_ratio_1s ask_depth_change_1s bid_wall_concentration_top10 distance_to_nearest_bid_wall ask_wall_concentration_top10 distance_to_nearest_ask_wall bid_refresh_count_1s ask_refresh_count_1s bid_passive_defense_holding ask_passive_defense_holding bid_passive_defense_failed ask_passive_defense_failed","CD-G07-017 CD-G07-041 CD-G16-037 CD-G16-038","bid_stack_ratio_1s ask_stack_ratio_1s bid_passive_defense_failed ask_passive_defense_failed","CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-020 CD-G01-021 CD-G01-027","depth_book_synced depth_sequence_contiguous depth_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed market_state_atomic cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E03","UNVALIDATED"
"OPR-189","OBSERVATION","position vulnerable","TRAPPED_PARTICIPANTS","DYNAMIC_FROM_PATTERN_CONTEXT","SIDE_RESOLVED","CD-G16-011 CD-G16-012 CD-G09-034 CD-G09-038","trapped_buyers_like trapped_sellers_like reversion_from_window_high_1s reversion_from_window_low_1s","CD-G16-017 CD-G16-018","acceptance_above_reference acceptance_below_reference","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","INFERRED","COMPOSITE_CONDITION_AVAILABLE","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E04","UNVALIDATED"
"OPR-190","OBSERVATION","opposite flow加速","TAPE_AGGRESSION","TERMINAL_SIDE","SIDE_RESOLVED","CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G16-007 CD-G16-008","buyer_fade_active seller_fade_active","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-PS-ABSORB-THEN-PULL-CUTREVERSE-001::E05","UNVALIDATED"
"OPR-191","OBSERVATION","positive delta impulse","DELTA_STATE","EXPLICIT_BUY_OR_BID_COMPONENT","SIDE_RESOLVED","CD-G10-001 CD-G10-002 CD-G10-005 CD-G10-006 CD-G10-009 CD-G10-010","trade_delta_1s trade_delta_5s cvd_change_1s cvd_change_5s cvd_slope_1s cvd_slope_5s","CD-G10-001 CD-G10-002","trade_delta_1s trade_delta_5s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete","ALL predicate classes true using fresh evidence strictly after prior transition","DIRECT","DERIVED_EVALUATOR_REQUIRED","PAT-DF-POSITIVE-TAIL-SELLCONTROL-001::E01","UNVALIDATED"
